Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,1,PS (I-V),1,Department of Education,59,59,39,0,57,29,59,59,54,0,55,3,29,42,54,59,59,59,59,59,59,19,18,19,19,59,59,56,55,58,59,0,59,58,58,56,53,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,1,PS (I-V),5,Private Unaided (Recognized),23,23,23,0,17,7,22,22,19,0,18,2,13,13,21,23,23,23,23,23,23,6,6,6,6,23,23,20,22,21,23,0,23,17,19,9,18,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,5,5,5,0,4,2,5,5,4,0,4,0,3,4,4,5,5,5,5,5,5,3,3,3,3,5,5,3,4,4,5,0,5,4,4,2,4,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,2,UPS (I-VIII),1,Department of Education,16,16,9,0,15,8,16,16,15,0,16,16,12,12,15,16,16,16,16,16,16,2,3,3,3,16,16,16,15,16,16,16,16,16,15,13,11,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,2,UPS (I-VIII),4,Government Aided,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,4,4,3,0,2,1,4,4,4,0,2,0,3,2,4,4,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,3,4,1,4,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,4,UPS (VI-VIII),1,Department of Education,14,14,8,0,14,5,13,13,12,0,13,14,10,10,13,14,14,14,14,14,14,3,3,3,3,14,14,12,12,14,14,14,14,13,14,14,12,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,4,UPS (VI-VIII),4,Government Aided,2,2,2,0,1,2,2,2,2,0,2,0,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,4,UPS (VI-VIII),5,Private Unaided (Recognized),6,6,6,0,3,3,6,6,6,0,6,1,4,5,6,5,5,6,6,6,6,1,2,2,2,6,6,6,6,6,6,6,6,6,6,4,6,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,5,HSS (VI-XII),5,Private Unaided (Recognized),4,4,4,0,2,1,4,4,4,0,3,0,1,3,4,4,4,4,4,4,4,2,2,2,2,4,4,3,4,3,4,3,4,4,3,1,4,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,5,HSS (VI-XII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,3,3,3,0,2,2,3,3,3,0,3,0,0,0,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,7,SS (VI-X),5,Private Unaided (Recognized),2,2,2,0,1,1,2,2,1,0,0,0,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,2,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,8,SS (IX-X),1,Department of Education,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,8,SS (IX-X),5,Private Unaided (Recognized),3,3,3,0,3,2,3,3,2,0,3,0,1,3,2,3,3,3,3,3,3,2,2,2,2,3,3,1,2,2,3,2,3,2,2,1,2,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95610,PAULI,Rural,10,HSS (IX-XII),5,Private Unaided (Recognized),2,2,2,0,2,2,2,2,2,0,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,2,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,1,PS (I-V),1,Department of Education,107,107,83,1,88,39,71,75,2,0,97,95,3,1,18,105,97,106,99,107,100,74,75,75,73,105,102,0,0,11,97,0,90,89,105,85,1,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,1,PS (I-V),5,Private Unaided (Recognized),46,46,44,0,33,24,45,45,1,0,35,5,6,12,0,46,46,46,46,46,46,45,45,45,45,46,46,2,1,6,39,0,39,2,24,4,2,5
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,16,16,16,0,8,6,16,16,0,0,14,1,0,5,1,14,14,16,16,16,16,14,16,16,16,16,16,1,0,4,15,0,15,0,11,2,0,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,2,UPS (I-VIII),1,Department of Education,36,36,24,0,35,13,16,17,1,1,27,31,1,4,6,36,36,36,35,36,36,33,33,34,34,36,36,0,0,1,33,15,33,33,35,30,0,3
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,2,UPS (I-VIII),4,Government Aided,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,2,UPS (I-VIII),5,Private Unaided (Recognized),10,10,10,0,6,1,10,10,0,0,8,0,0,2,1,10,10,10,10,10,10,9,9,9,9,10,10,1,0,1,8,1,8,2,8,2,0,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,3,HSS (I-XII),5,Private Unaided (Recognized),1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,3,HSS (I-XII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,4,UPS (VI-VIII),1,Department of Education,31,31,14,0,28,7,14,14,0,1,27,26,1,1,4,30,29,30,29,31,31,25,25,26,26,31,31,0,1,4,29,17,29,16,30,27,0,4
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,4,UPS (VI-VIII),4,Government Aided,7,7,7,0,7,1,5,5,0,0,6,1,0,5,0,6,6,7,7,7,7,5,6,6,6,7,7,1,1,4,5,0,5,3,7,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,4,UPS (VI-VIII),5,Private Unaided (Recognized),22,22,22,0,16,9,22,22,1,0,18,7,5,9,1,20,20,22,22,22,22,19,21,21,21,22,22,2,1,5,18,4,18,3,12,4,0,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,5,HSS (VI-XII),4,Government Aided,4,4,4,0,4,4,3,3,0,0,4,3,1,1,0,3,3,4,4,4,4,3,4,4,4,4,4,0,0,0,2,1,2,4,3,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,5,HSS (VI-XII),5,Private Unaided (Recognized),9,9,9,0,9,9,9,9,0,0,9,3,2,6,0,7,7,9,9,9,9,7,9,9,9,9,9,1,1,2,9,2,9,4,5,2,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,6,6,4,0,2,1,6,6,1,0,5,1,0,1,2,4,4,6,6,6,6,3,5,5,5,6,6,1,0,1,6,1,6,0,3,0,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,7,SS (VI-X),5,Private Unaided (Recognized),9,9,9,0,7,6,9,9,0,0,5,1,1,4,0,9,9,9,9,9,9,9,9,9,9,9,9,0,4,2,8,2,8,2,3,2,3,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,8,SS (IX-X),1,Department of Education,2,2,2,0,2,2,1,1,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,1,1,0,1,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,8,SS (IX-X),5,Private Unaided (Recognized),8,8,8,0,7,6,8,8,0,0,7,4,0,1,2,8,8,8,8,8,8,6,6,6,6,8,8,0,0,0,8,0,8,3,3,0,3,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,10,HSS (IX-XII),2,Tribal Welfare Department,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Rural,10,HSS (IX-XII),5,Private Unaided (Recognized),12,12,12,0,12,12,12,12,3,0,12,4,2,5,2,9,9,12,12,12,12,7,10,10,10,12,12,2,1,2,12,3,12,4,9,0,5,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,1,PS (I-V),1,Department of Education,3,3,3,0,2,1,2,2,0,0,3,3,0,0,1,3,3,3,2,3,3,1,1,1,1,3,3,0,0,0,3,0,3,3,3,3,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,1,PS (I-V),5,Private Unaided (Recognized),9,9,9,0,8,6,9,9,0,0,8,3,0,4,0,9,9,9,9,9,9,9,9,9,9,9,9,1,0,3,8,0,8,3,5,4,1,5
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,2,UPS (I-VIII),1,Department of Education,3,2,2,0,3,1,2,2,0,0,3,3,1,0,0,3,3,3,3,3,3,2,2,2,2,3,3,0,0,0,3,3,3,3,3,3,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,2,UPS (I-VIII),4,Government Aided,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,2,UPS (I-VIII),5,Private Unaided (Recognized),5,5,5,0,5,2,5,5,0,0,4,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,5,1,5,1,3,2,5,5
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,3,HSS (I-XII),5,Private Unaided (Recognized),1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,4,UPS (VI-VIII),1,Department of Education,2,2,2,0,2,0,2,2,0,0,2,0,0,2,0,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,4,UPS (VI-VIII),5,Private Unaided (Recognized),4,4,4,0,4,2,4,4,0,0,3,1,0,2,2,3,3,4,4,4,4,3,4,4,4,4,4,0,1,1,4,2,4,0,3,2,2,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,5,HSS (VI-XII),1,Department of Education,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,5,HSS (VI-XII),4,Government Aided,3,3,3,0,3,3,3,3,0,0,2,2,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,3,3,3,1,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,7,SS (VI-X),5,Private Unaided (Recognized),1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,8,SS (IX-X),5,Private Unaided (Recognized),1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95615,KHALILABAD,Urban,10,HSS (IX-XII),5,Private Unaided (Recognized),3,3,3,0,3,3,3,3,0,0,3,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,3,1,3,1,1,0,1,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,1,PS (I-V),1,Department of Education,99,99,76,0,91,41,77,80,0,1,88,94,3,4,67,98,98,99,99,99,99,95,95,95,95,99,99,0,0,2,84,0,84,96,92,48,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,1,PS (I-V),5,Private Unaided (Recognized),37,37,36,0,30,17,25,26,1,0,36,12,2,14,0,37,37,37,37,37,37,37,37,37,37,37,37,1,4,3,34,0,34,12,21,1,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,23,23,20,0,14,1,5,6,0,0,19,8,0,2,1,20,20,23,23,23,23,20,23,23,23,23,23,0,1,2,18,0,18,11,19,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,2,UPS (I-VIII),1,Department of Education,26,26,18,0,23,12,22,22,1,1,23,25,1,3,10,26,26,26,26,26,26,25,25,25,25,26,26,0,0,0,24,9,24,24,26,17,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,2,UPS (I-VIII),4,Government Aided,4,4,4,0,2,1,2,4,0,0,4,0,0,3,0,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,4,0,4,1,2,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,2,UPS (I-VIII),5,Private Unaided (Recognized),9,9,9,0,9,3,6,6,0,0,8,2,1,4,0,9,9,9,9,9,9,9,9,9,9,9,9,1,0,2,9,4,9,2,4,1,1,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,2,UPS (I-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,3,3,3,0,3,1,1,1,0,0,2,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,3,1,3,0,2,0,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,3,HSS (I-XII),4,Government Aided,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,3,HSS (I-XII),5,Private Unaided (Recognized),1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,3,HSS (I-XII),97,Madarsa recognized (by Wakf board/Madarsa Board) ,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,4,UPS (VI-VIII),1,Department of Education,21,21,15,0,21,7,16,16,0,0,18,19,2,3,12,20,20,21,21,21,21,20,21,21,21,21,21,1,0,1,19,6,19,18,21,10,0,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,4,UPS (VI-VIII),4,Government Aided,6,6,6,0,6,3,3,3,0,0,6,4,0,1,0,5,5,6,6,6,6,4,5,5,5,6,6,0,0,1,5,0,5,5,6,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,4,UPS (VI-VIII),5,Private Unaided (Recognized),10,10,9,0,8,3,3,4,0,0,10,3,0,1,0,9,9,10,10,10,10,8,9,9,9,10,10,0,1,0,9,1,9,5,7,1,0,3
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,5,HSS (VI-XII),4,Government Aided,3,3,3,0,3,2,2,2,0,0,3,1,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,1,0,2,3,0,3,3,3,0,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,5,HSS (VI-XII),5,Private Unaided (Recognized),5,5,5,0,5,4,5,5,0,0,5,1,2,4,0,5,5,5,5,5,5,5,5,5,5,5,5,1,0,3,4,1,4,4,2,0,2,3
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,6,SS (I-X),97,Madarsa recognized (by Wakf board/Madarsa Board) ,4,4,4,0,4,0,3,3,0,0,2,0,1,1,0,2,2,4,4,4,4,2,4,4,4,4,4,0,0,2,4,0,4,0,3,0,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,7,SS (VI-X),5,Private Unaided (Recognized),6,6,6,0,5,4,5,5,0,0,6,0,0,5,0,6,6,6,6,6,6,6,6,6,6,6,6,0,2,3,6,1,6,3,1,0,3,5
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,8,SS (IX-X),1,Department of Education,3,3,3,0,3,2,2,2,0,0,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,2,1,1,3,0,2,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,8,SS (IX-X),5,Private Unaided (Recognized),5,5,5,0,5,5,5,5,0,0,5,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,5,1,5,1,3,0,1,5
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Rural,10,HSS (IX-XII),5,Private Unaided (Recognized),4,4,4,0,4,3,4,4,0,0,4,0,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,1,0,3,4,0,4,3,1,0,0,2
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95616,BAGHAULI,Urban,2,UPS (I-VIII),1,Department of Education,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95617,SEMARINYAVA,Rural,1,PS (I-V),1,Department of Education,78,78,56,0,74,24,69,76,1,0,57,70,0,0,13,76,74,78,78,78,78,50,49,50,50,78,78,0,11,0,59,0,59,75,77,75,1,0
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95617,SEMARINYAVA,Rural,1,PS (I-V),5,Private Unaided (Recognized),24,24,22,0,20,5,23,23,0,0,19,5,0,4,10,24,24,24,24,24,24,24,24,24,24,24,24,1,0,1,17,0,17,5,16,3,1,1
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95617,SEMARINYAVA,Rural,1,PS (I-V),97,Madarsa recognized (by Wakf board/Madarsa Board) ,52,51,41,0,24,5,51,51,0,0,34,9,1,10,34,52,52,52,52,52,52,50,50,50,50,52,52,0,1,4,31,0,31,21,29,9,5,4
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95617,SEMARINYAVA,Rural,2,UPS (I-VIII),1,Department of Education,41,41,29,0,40,21,33,40,1,0,34,38,2,2,4,39,39,41,41,41,41,29,30,30,30,41,41,1,9,1,29,6,29,39,40,39,0,6
2019-20,9,Uttar Pradesh,956,SANT KABIR NAGAR,95617,SEMARINYAVA,Rural,2,UPS (I-VIII),4,Government Aided,2,2,2,0,1,1,2,2,0,0,2,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,1,0,0
